Quebra 1 ;Quebra 2 ;Código Natureza Despesa;Descrição Natureza Despesa;Código Categoria;Descrição Categoria;Tipo Empenho;Valor Empenhado Período;Valor Empenhado Acumulado;Valor Estorno;Valor Processado;Valor Anulado;Valor O.P;Valor O.P Baixada Período;Valor O.P Baixada Acumulado;
27-SECRETARIA MUNICIPAL DE DESPORTO E LAZER;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;45;Férias - Abono Constitucional;Orçamentário;4484,52;4484,52;4484,52;0;0;0;0;0;
27-SECRETARIA MUNICIPAL DE DESPORTO E LAZER;-;319092;Despesas De Exercícios Anteriores;96;Ressarcimento De Despesas Com Pessoal Requisitado;Orçamentário;151021,33;151021,33;151021,33;0;0;0;0;0;
27-SECRETARIA MUNICIPAL DE DESPORTO E LAZER;-;319096;Ressarcimento De Despesas De Pessoal Requisitado;99;Outros Ressarcimentos De Despesas De Pessoal Requisitado;Orçamentário;199508,48;199508,48;199508,48;0;0;0;0;0;
27-SECRETARIA MUNICIPAL DE DESPORTO E LAZER;-;335041;Contribuições;0;Contribuições;Orçamentário;9287827;9287827;300000;5865327;0;5865327;5565327;5565327;
27-SECRETARIA MUNICIPAL DE DESPORTO E LAZER;-;339014;Diárias - Civil;14;Diárias No Pais;Orçamentário;19730;19730;0;19730;0;19730;19730;19730;
27-SECRETARIA MUNICIPAL DE DESPORTO E LAZER;-;339030;Material De Consumo;1;Combustíveis E Lubrificantes Automotivos;Orçamentário;225000;225000;41217;139318,41;0;139318,41;119960,13;119960,13;
27-SECRETARIA MUNICIPAL DE DESPORTO E LAZER;-;339030;Material De Consumo;21;Material De Copa E Cozinha;Orçamentário;65000;65000;0;5231,6;0;5231,6;2340,2;2340,2;
27-SECRETARIA MUNICIPAL DE DESPORTO E LAZER;-;339030;Material De Consumo;22;Material De Limpeza E Higienização;Orçamentário;154637;154637;0;86575,5;0;86575,5;0;0;
27-SECRETARIA MUNICIPAL DE DESPORTO E LAZER;-;339032;Material De Distribuição Gratuita;99;Outros Materiais De Consumo;Orçamentário;1093000;1093000;1093000;0;0;0;0;0;
27-SECRETARIA MUNICIPAL DE DESPORTO E LAZER;-;339033;Passagens E Despesas Com Locomoção;1;Passagens Para O País;Orçamentário;149724,4;149724,4;295,66;149428,74;0;149428,74;87104,34;87104,34;
27-SECRETARIA MUNICIPAL DE DESPORTO E LAZER;-;339036;Outros Serviços De Terceiros - Pessoa Fisica;15;Locação De Imóveis;Orçamentário;209000;209000;0;193223,49;0;193223,49;188385,04;188385,04;
27-SECRETARIA MUNICIPAL DE DESPORTO E LAZER;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;5;Serviços Técnicos Profissionais;Orçamentário;31800;31800;0;29150;0;29150;29150;29150;
27-SECRETARIA MUNICIPAL DE DESPORTO E LAZER;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;12;Locação De Máquinas E Equipamentos;Orçamentário;19152;19152;0;15048;0;15048;15048;15048;
27-SECRETARIA MUNICIPAL DE DESPORTO E LAZER;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;58;Serviços De Telecomunicações;Orçamentário;7235,46;7235,46;400;3817,4;0;3817,4;3486;3486;
27-SECRETARIA MUNICIPAL DE DESPORTO E LAZER;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;63;Serviços Gráficos;Orçamentário;249934,52;249934,52;0;127233,9;0;127233,9;0;0;
27-SECRETARIA MUNICIPAL DE DESPORTO E LAZER;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;70;Confecção De Uniformes, Bandeiras E Flâmulas;Orçamentário;249423,9;249423,9;0;249423,9;0;249423,9;0;0;
27-SECRETARIA MUNICIPAL DE DESPORTO E LAZER;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;82;Locação De Veiculos;Orçamentário;182770,77;182770,77;3735,02;157611,42;0;135927,2;133800,68;133800,68;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;319004;Contratação Por Tempo Determinado;11;Salários - Contrato Temporário;Orçamentário;5173535,36;5173535,36;157835,05;5015700,31;0;5015700,31;5015700,31;5015700,31;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;319004;Contratação Por Tempo Determinado;13;13º Salário - Contrato Temporário;Orçamentário;426000;426000;8321,07;417678,93;0;417678,93;417678,93;417678,93;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;319004;Contratação Por Tempo Determinado;14;Ferias - Abono Constitucional - Contrato Temporário;Orçamentário;73753,2;73753,2;18386,87;55366,33;0;55366,33;55366,33;55366,33;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;1;Vencimentos E Salários;Orçamentário;3808440,97;3808440,97;211552,66;3596888,31;2106,6;3594781,71;3594781,71;3594781,71;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;43;13º Salário;Orçamentário;309000;309000;5932,64;303067,36;0;303067,36;303067,36;303067,36;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;44;Férias - Abono Pecuniário;Orçamentário;105689,87;105689,87;35294,08;70395,79;0;70395,79;70395,79;70395,79;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;51;Outros Adicionais, Vantagens, Gratificações E Outros Complementos De S;Orçamentário;1518;1518;0;1518;0;1518;0;0;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;319094;Indenizações E Restituições Trabalhistas;1;Indenizações E Restituições Trabalhistas - Ativo - Pessoal Civil;Orçamentário;7488,73;7488,73;0;7488,73;0;7488,73;7488,73;7488,73;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;335041;Contribuições;0;Contribuições;Orçamentário;2949660,85;2949660,85;95996;2614285,41;0;2614285,41;1958745,62;1958745,62;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;339008;Outros Benefícios Assistenciais Do Servidor E Do Militar;56;Salário-Família;Orçamentário;1877,2;1877,2;1487,2;390;0;390;390;390;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;339014;Diárias - Civil;14;Diárias No Pais;Orçamentário;2580;2580;0;2580;0;2580;2580;2580;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;339030;Material De Consumo;1;Combustíveis E Lubrificantes Automotivos;Orçamentário;329758,96;329758,96;0;289568,25;0;289568,25;289568,25;289568,25;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;339030;Material De Consumo;99;Outros Materiais De Consumo;Orçamentário;11890;11890;0;2306;0;2306;2306;2306;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;1;Assinaturas De Periódicos E Anuidades;Orçamentário;28481;28481;0;28481;0;28481;28481;28481;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;5;Serviços Técnicos Profissionais;Orçamentário;39000;39000;0;36000;0;36000;36000;36000;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;12;Locação De Máquinas E Equipamentos;Orçamentário;6200;6200;0;3100;0;3100;3100;3100;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;14;Locação Bens Móveis De Outras Naturezas E Intangíveis;Orçamentário;160000;160000;0;160000;0;160000;160000;160000;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;16;Manutenção E Conservação De Bens Imóveis;Orçamentário;1606109,16;1606109,16;0;729079,54;0;729079,54;206107,16;206107,16;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;19;Manutenção E Conservação De Veículos;Orçamentário;513065;513065;200640,96;265361,1;0;265361,1;265361,1;265361,1;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;22;Exposições, Congressos E Conferências;Orçamentário;6000;6000;0;6000;0;6000;6000;6000;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;77;Vigilância Ostensiva;Orçamentário;225341,44;225341,44;0;0;0;0;0;0;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;82;Locação De Veiculos;Orçamentário;234617;234617;0;234617;0;234617;234617;234617;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;99;Outros Serviços De Terceiros -Pessoa Jurídica;Orçamentário;424000;424000;0;376150,99;0;376150,99;294849,43;294849,43;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;449052;Equipamentos E Material Permanente;35;Equipamentos De Processamento De Dados;Orçamentário;188738,61;188738,61;0;12595,04;0;12595,04;12595,04;12595,04;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;449052;Equipamentos E Material Permanente;42;Mobiliário Em Geral;Orçamentário;51654;51654;51654;0;0;0;0;0;
28-SECRETARIA MUNICIPAL AGRICULTURA PESCA E ABASTECIMENTO;-;449052;Equipamentos E Material Permanente;52;Veículos De Tração Mecânica;Orçamentário;444333;444333;0;0;0;0;0;0;
30-SECRETARIA MUNICIPAL EXTRAORDINÁRIA DE GOVERNANÇA SOLIDÁRIA E ORÇAMENTO PARTICIPATIVO;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;1;Vencimentos E Salários;Orçamentário;300983,33;300983,33;52383,33;248600;0;248600;248600;248600;
30-SECRETARIA MUNICIPAL EXTRAORDINÁRIA DE GOVERNANÇA SOLIDÁRIA E ORÇAMENTO PARTICIPATIVO;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;43;13º Salário;Orçamentário;30250;30250;10083,33;20166,67;0;20166,67;20166,67;20166,67;
31-SECRETARIA MUNICIPAL DE CULTURA DE SAO LUIS;-;319004;Contratação Por Tempo Determinado;13;13º Salário - Contrato Temporário;Orçamentário;150000;150000;4653,96;145346,04;0;145346,04;145346,04;145346,04;
31-SECRETARIA MUNICIPAL DE CULTURA DE SAO LUIS;-;319004;Contratação Por Tempo Determinado;99;Outras Contratações Por Tempo Determinado;Orçamentário;1938048;1938048;216008,92;1722039,08;0;1722039,08;1722039,08;1722039,08;
31-SECRETARIA MUNICIPAL DE CULTURA DE SAO LUIS;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;1;Vencimentos E Salários;Orçamentário;1872191,31;1872191,31;235288,4;1636902,91;0;1636902,91;1636902,91;1636902,91;
31-SECRETARIA MUNICIPAL DE CULTURA DE SAO LUIS;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;43;13º Salário;Orçamentário;160000;160000;25451,38;134548,62;0;134548,62;134548,62;134548,62;
31-SECRETARIA MUNICIPAL DE CULTURA DE SAO LUIS;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;44;Férias - Abono Pecuniário;Orçamentário;200000;200000;147979,27;52020,73;0;52020,73;48132,8;48132,8;
31-SECRETARIA MUNICIPAL DE CULTURA DE SAO LUIS;-;335041;Contribuições;0;Contribuições;Orçamentário;64066714,75;64066714,75;8000;63736714,75;0;63736714,75;57438112,25;57438112,25;
31-SECRETARIA MUNICIPAL DE CULTURA DE SAO LUIS;-;336045;Subvenções Econômicas;0;Subvenções Econômicas;Orçamentário;2677305,6;2677305,6;0;2677305,6;0;2677305,6;2577305,6;2577305,6;
31-SECRETARIA MUNICIPAL DE CULTURA DE SAO LUIS;-;339030;Material De Consumo;99;Outros Materiais De Consumo;Orçamentário;10497,6;10497,6;0;0;0;0;0;0;
31-SECRETARIA MUNICIPAL DE CULTURA DE SAO LUIS;-;339031;Premiações Culturais E Artísiticas;0;Premiações Culturais, Artísticas, Científicas, Desportivas E Outras;Orçamentário;1560450;1560450;80000;1480450;0;1480450;1475450;1475450;
31-SECRETARIA MUNICIPAL DE CULTURA DE SAO LUIS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;17;Manutenção E Conservação De Máquinas E Equipamentos;Orçamentário;42239,96;42239,96;0;18506,66;0;18506,66;18506,66;18506,66;
31-SECRETARIA MUNICIPAL DE CULTURA DE SAO LUIS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;23;Festividades E Homenagens;Orçamentário;40691929,87;40691929,87;578500;34533429,87;0;34470929,87;33248929,87;33248929,87;
31-SECRETARIA MUNICIPAL DE CULTURA DE SAO LUIS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;82;Locação De Veiculos;Orçamentário;61299,96;61299,96;0;10971,39;0;10971,39;10971,39;10971,39;
31-SECRETARIA MUNICIPAL DE CULTURA DE SAO LUIS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;99;Outros Serviços De Terceiros -Pessoa Jurídica;Orçamentário;3595923,33;3595923,33;0;3500845;0;3500845;204615;204615;
31-SECRETARIA MUNICIPAL DE CULTURA DE SAO LUIS;-;339048;Outros Auxílios Financeiros A Pessoas Fisícas;0;Outros Auxílios Financeiros A Pessoa Física;Orçamentário;2740069,54;2740069,54;55000;2685069,54;0;2685069,54;2665069,54;2665069,54;
31-SECRETARIA MUNICIPAL DE CULTURA DE SAO LUIS;-;339092;Despesas De Exercícios Anteriores;99;Outras Despesas De Exercícios Anteriores;Orçamentário;385703,37;385703,37;0;385703,37;0;385703,37;385703,37;385703,37;
31-SECRETARIA MUNICIPAL DE CULTURA DE SAO LUIS;-;449052;Equipamentos E Material Permanente;12;Aparelhos E Utensílios Domésticos;Orçamentário;3130;3130;0;0;0;0;0;0;
31-SECRETARIA MUNICIPAL DE CULTURA DE SAO LUIS;-;449052;Equipamentos E Material Permanente;33;Equipamentos Para Áudio, Vídeo E Foto;Orçamentário;90975,01;90975,01;0;78245,01;0;78245,01;62000,01;62000,01;
31-SECRETARIA MUNICIPAL DE CULTURA DE SAO LUIS;-;449052;Equipamentos E Material Permanente;42;Mobiliário Em Geral;Orçamentário;240424,24;240424,24;47174,55;159987;0;159987;130524;130524;
31-SECRETARIA MUNICIPAL DE CULTURA DE SAO LUIS;-;449052;Equipamentos E Material Permanente;99;Outros Materiais Permanentes;Orçamentário;232500;232500;0;232500;0;232500;0;0;
32-COMPANHIA DE LIMPEZA E SERVIÇOS URBANOS - COLISEU;-;319004;Contratação Por Tempo Determinado;11;Salários - Contrato Temporário;Orçamentário;1776240,36;1776240,36;199375,88;1576864,48;0;1576864,48;1576864,48;1576864,48;
32-COMPANHIA DE LIMPEZA E SERVIÇOS URBANOS - COLISEU;-;319004;Contratação Por Tempo Determinado;13;13º Salário - Contrato Temporário;Orçamentário;136761,18;136761,18;3218,16;133543,02;0;133543,02;133543,02;133543,02;
32-COMPANHIA DE LIMPEZA E SERVIÇOS URBANOS - COLISEU;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;1;Vencimentos E Salários;Orçamentário;5857693,73;5857693,73;219482,12;5638211,61;0;5638211,61;5638211,61;5638211,61;
32-COMPANHIA DE LIMPEZA E SERVIÇOS URBANOS - COLISEU;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;43;13º Salário;Orçamentário;684729,35;684729,35;232918,44;451810,91;0;451810,91;451810,91;451810,91;
32-COMPANHIA DE LIMPEZA E SERVIÇOS URBANOS - COLISEU;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;44;Férias - Abono Pecuniário;Orçamentário;175772,33;175772,33;24581,03;151191,3;0;151191,3;151191,3;151191,3;
32-COMPANHIA DE LIMPEZA E SERVIÇOS URBANOS - COLISEU;-;319013;Obrigações Patronais;1;Fgts;Orçamentário;506440,26;506440,26;0;506440,26;0;506440,26;506440,26;506440,26;
32-COMPANHIA DE LIMPEZA E SERVIÇOS URBANOS - COLISEU;-;319013;Obrigações Patronais;2;Contribuições Previdenciárias - Inss;Orçamentário;2281458,68;2281458,68;0;2281458,68;0;2281458,68;2281458,68;2281458,68;
32-COMPANHIA DE LIMPEZA E SERVIÇOS URBANOS - COLISEU;-;319013;Obrigações Patronais;11;Fgts - Pdv;Orçamentário;43341,83;43341,83;0;43341,83;0;43341,83;43341,83;43341,83;
32-COMPANHIA DE LIMPEZA E SERVIÇOS URBANOS - COLISEU;-;319091;Sentenças Judiciais;8;Sentença Judicial - Ativo Civil;Orçamentário;606,07;606,07;0;606,07;0;606,07;606,07;606,07;
32-COMPANHIA DE LIMPEZA E SERVIÇOS URBANOS - COLISEU;-;319091;Sentenças Judiciais;99;Outras Sentenças Judiciais;Orçamentário;1507059,75;1507059,75;0;1507059,75;0;1507059,75;1507059,75;1507059,75;
32-COMPANHIA DE LIMPEZA E SERVIÇOS URBANOS - COLISEU;-;339030;Material De Consumo;99;Outros Materiais De Consumo;Orçamentário;1760;1760;0;1760;23,16;1736,84;1736,84;1736,84;
32-COMPANHIA DE LIMPEZA E SERVIÇOS URBANOS - COLISEU;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;99;Outros Serviços De Terceiros -Pessoa Jurídica;Orçamentário;1655;1655;0;1655;0;1655;1655;1655;
32-COMPANHIA DE LIMPEZA E SERVIÇOS URBANOS - COLISEU;-;339047;Obrigações Tributárias E Contributivas;15;Multas ;Orçamentário;250;250;0;250;0;250;0;0;
32-COMPANHIA DE LIMPEZA E SERVIÇOS URBANOS - COLISEU;-;339047;Obrigações Tributárias E Contributivas;99;Outras Obrigações Tributárias E Contributivas;Orçamentário;291,39;291,39;0;291,39;0;291,39;291,39;291,39;
32-COMPANHIA DE LIMPEZA E SERVIÇOS URBANOS - COLISEU;-;469071;Principal Da Dívida Contratual Resgatado;99;Outras Amortizações Da Dívida Contratada;Orçamentário;44236,42;44236,42;1992,88;42243,54;0;42243,54;38533,22;38533,22;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;319004;Contratação Por Tempo Determinado;11;Salários - Contrato Temporário;Orçamentário;95000;95000;5251,07;89748,93;0;89748,93;89748,93;89748,93;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;319004;Contratação Por Tempo Determinado;13;13º Salário - Contrato Temporário;Orçamentário;8150;8150;1,23;8148,77;0;8148,77;8148,77;8148,77;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;1;Vencimentos E Salários;Orçamentário;4800000;4800000;288384,47;4511615,53;0;4511615,53;4511615,53;4511615,53;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;43;13º Salário;Orçamentário;450000;450000;84172,71;365827,29;0;365827,29;365827,29;365827,29;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;44;Férias - Abono Pecuniário;Orçamentário;600000;600000;496796,38;103203,62;0;103203,62;103203,62;103203,62;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;319092;Despesas De Exercícios Anteriores;26;Ressarcimento De Despesa De Pessoal Requisitado;Orçamentário;482244,19;482244,19;0;482244,19;0;482244,19;482244,19;482244,19;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;319096;Ressarcimento De Despesas De Pessoal Requisitado;99;Outros Ressarcimentos De Despesas De Pessoal Requisitado;Orçamentário;95029,68;95029,68;0;95029,68;0;95029,68;95029,68;95029,68;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;339014;Diárias - Civil;14;Diárias No Pais;Orçamentário;21525;21525;1640;19885;0;19885;19885;19885;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;339014;Diárias - Civil;16;Diárias No Exterior;Orçamentário;7995;7995;0;7995;0;7995;7995;7995;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;339030;Material De Consumo;1;Combustíveis E Lubrificantes Automotivos;Orçamentário;30703,6;30703,6;0;9718,54;0;9718,54;9718,54;9718,54;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;339030;Material De Consumo;7;Gêneros De Alimentação;Orçamentário;10799,79;10799,79;0;238;0;238;238;238;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;339030;Material De Consumo;22;Material De Limpeza E Higienização;Orçamentário;15693,05;15693,05;0;0;0;0;0;0;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;339030;Material De Consumo;99;Outros Materiais De Consumo;Orçamentário;3911;3911;0;0;0;0;0;0;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;339033;Passagens E Despesas Com Locomoção;1;Passagens Para O País;Orçamentário;96872,4;96872,4;0;86097,55;0;86097,55;86097,55;86097,55;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;339033;Passagens E Despesas Com Locomoção;2;Passagens Para O Exterior;Orçamentário;59473,62;59473,62;0;17863,82;0;17863,82;17863,82;17863,82;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;339037;Locação De Mao-De-Obra;99;Outras Locações De Mão-De-Obra;Orçamentário;,02;,02;,02;0;0;0;0;0;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;5;Serviços Técnicos Profissionais;Orçamentário;8062,8;8062,8;0;1886;0;1886;1886;1886;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;10;Locação De Imóveis;Orçamentário;227078,28;227078,28;0;227078,28;0;227078,28;227078,28;227078,28;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;12;Locação De Máquinas E Equipamentos;Orçamentário;54156,81;54156,81;0;36851,19;0;36851,19;36851,19;36851,19;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;19;Manutenção E Conservação De Veículos;Orçamentário;41164;41164;0;30361;0;30361;30361;30361;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;48;Serviço De Seleção E Treinamento;Orçamentário;6120;6120;0;6120;0;6120;6120;6120;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;74;Fretes E Transportes De Encomendas;Orçamentário;22408,33;22408,33;0;19000;0;19000;19000;19000;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;81;Serviços Bancários;Orçamentário;800;800;0;800;0;800;800;800;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;82;Locação De Veiculos;Orçamentário;44881,66;44881,66;31650;0;0;0;0;0;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;99;Outros Serviços De Terceiros -Pessoa Jurídica;Orçamentário;632213,22;632213,22;19222,62;517371,68;0;517371,68;517371,68;517371,68;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;339093;Indenizações E Restituições;99;Diversas Indenizações E Restituições;Orçamentário;5423,22;5423,22;0;5423,22;0;5423,22;5423,22;5423,22;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;449035;Serviços De Consultoria;0;Serviços De Consultoria;Orçamentário;3757133,79;3757133,79;1489881,23;451108,46;0;451108,46;451108,46;451108,46;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;449051;Obras E Instalações;91;Obras Em Andamento;Orçamentário;16452024,99;16452024,99;2501592,18;12481521,53;0;12481521,53;12481521,53;12481521,53;
33-SECRETARIA MUNICIPAL DE INOVAÇÃO, SUSTENTABILIDADE E PROJETOS ESPECIAIS;-;449051;Obras E Instalações;99;Outras Obras E Instalações;Orçamentário;13348565,74;13348565,74;3663547,94;506435,4;0;506435,4;0;0;
